No.,ISOCode,City,WaveID,Cases,BeingTreated,Recover,Deaths,Self-isolate,1.V.12..17Age,2.V.12..17Age,1.V.18+Age,2.V.18+Age,3.V.18+Age,4.V.18+Age,1.V.5..11Age
287,VN-DN ,Ngũ Hành Sơn,4,958,307,617,34,0,0,0,0,0,0,0,0
288,VN-DN ,Sơn Trà,4,958,307,617,34,0,0,0,0,0,0,0,0
289,VN-DN ,Thanh Khê,4,958,307,617,34,0,0,0,0,0,0,0,0
290,VN-27 ,Đại Lộc,4,166,40,123,3,0,0,0,0,0,0,0,0
291,VN-27 ,Điện Bàn,4,166,40,123,3,0,0,0,0,0,0,0,0
292,VN-27 ,Duy Xuyên,4,166,40,123,3,0,0,0,0,0,0,0,0
293,VN-27 ,Hà Lam,4,166,40,123,3,0,0,0,0,0,0,0,0
294,VN-27 ,Hiệp Đức,4,166,40,123,3,0,0,0,0,0,0,0,0
295,VN-27 ,Hội An,4,166,40,123,3,0,0,0,0,0,0,0,0
296,VN-27 ,Khâm Đức,4,166,40,123,3,0,0,0,0,0,0,0,0
297,VN-27 ,Núi Thành,4,166,40,123,3,0,0,0,0,0,0,0,0
298,VN-27 ,Phú Ninh,4,166,40,123,3,0,0,0,0,0,0,0,0
299,VN-27 ,Prao,4,166,40,123,3,0,0,0,0,0,0,0,0
300,VN-27 ,Quảng Hà,4,166,40,123,3,0,0,0,0,0,0,0,0
301,VN-27 ,Quế Sơn,4,166,40,123,3,0,0,0,0,0,0,0,0
302,VN-27 ,Thạnh Mỹ,4,166,40,123,3,0,0,0,0,0,0,0,0
303,VN-27 ,Tiên Phước,4,166,40,123,3,0,0,0,0,0,0,0,0
304,VN-27 ,Trà My,4,166,40,123,3,0,0,0,0,0,0,0,0
305,VN-29 ,Ba Tơ,4,219,211,8,0,0,0,0,0,0,0,0,0
306,VN-29 ,Bình Sơn,4,219,211,8,0,0,0,0,0,0,0,0,0
307,VN-29 ,Đức Phổ,4,219,211,8,0,0,0,0,0,0,0,0,0
308,VN-29 ,Lý Sơn,4,219,211,8,0,0,0,0,0,0,0,0,0
309,VN-29 ,Minh Long,4,219,211,8,0,0,0,0,0,0,0,0,0
310,VN-29 ,Mộ Đức,4,219,211,8,0,0,0,0,0,0,0,0,0
311,VN-29 ,Nghĩa Hành,4,219,211,8,0,0,0,0,0,0,0,0,0
312,VN-29 ,Sơn Hà,4,219,211,8,0,0,0,0,0,0,0,0,0
313,VN-29 ,Sơn Tịnh,4,219,211,8,0,0,0,0,0,0,0,0,0
314,VN-29 ,Tây Trà,4,219,211,8,0,0,0,0,0,0,0,0,0
315,VN-29 ,Trà Bồng,4,219,211,8,0,0,0,0,0,0,0,0,0
316,VN-29 ,Tư Nghĩa,4,219,211,8,0,0,0,0,0,0,0,0,0
317,VN-31 ,An Lão,4,53,52,1,0,0,0,0,0,0,0,0,0
318,VN-31 ,An Nhơn,4,53,52,1,0,0,0,0,0,0,0,0,0
319,VN-31 ,Bồng Sơn,4,53,52,1,0,0,0,0,0,0,0,0,0
320,VN-31 ,Hoài Ân,4,53,52,1,0,0,0,0,0,0,0,0,0
321,VN-31 ,Phù Cát,4,53,52,1,0,0,0,0,0,0,0,0,0
322,VN-31 ,Phù Mỹ,4,53,52,1,0,0,0,0,0,0,0,0,0
323,VN-31 ,Phú Phong,4,53,52,1,0,0,0,0,0,0,0,0,0
324,VN-31 ,Tuy Phước,4,53,52,1,0,0,0,0,0,0,0,0,0
325,VN-31 ,Vân Canh,4,53,52,1,0,0,0,0,0,0,0,0,0
326,VN-31 ,Vĩnh Thạnh,4,53,52,1,0,0,0,0,0,0,0,0,0
327,VN-32 ,Chí Thạnh,4,732,704,28,0,0,0,0,0,0,0,0,0
328,VN-32 ,Củng Sơn,4,732,704,28,0,0,0,0,0,0,0,0,0
329,VN-32 ,Đồng Xuân,4,732,704,28,0,0,0,0,0,0,0,0,0
330,VN-32 ,Hai Riêng,4,732,704,28,0,0,0,0,0,0,0,0,0
331,VN-32 ,Sông Cầu,4,732,704,28,0,0,0,0,0,0,0,0,0
332,VN-34 ,Cam Lâm,4,771,643,128,0,0,0,0,0,0,0,0,0
333,VN-34 ,Cam Ranh,4,771,643,128,0,0,0,0,0,0,0,0,0
334,VN-34 ,Cam Ranh,4,771,643,128,0,0,0,0,0,0,0,0,0
335,VN-34 ,Diên Khánh,4,771,643,128,0,0,0,0,0,0,0,0,0
336,VN-34 ,Khánh Vĩnh,4,771,643,128,0,0,0,0,0,0,0,0,0
337,VN-34 ,Ninh Hòa,4,771,643,128,0,0,0,0,0,0,0,0,0
338,VN-34 ,Tô Hạp,4,771,643,128,0,0,0,0,0,0,0,0,0
339,VN-34 ,Vạn Giã,4,771,643,128,0,0,0,0,0,0,0,0,0
340,VN-36 ,Bác Ái,4,50,38,12,0,0,0,0,0,0,0,0,0
341,VN-36 ,Khánh Hải,4,50,38,12,0,0,0,0,0,0,0,0,0
342,VN-36 ,Phước Dân,4,50,38,12,0,0,0,0,0,0,0,0,0
343,VN-36 ,Tân Sơn,4,50,38,12,0,0,0,0,0,0,0,0,0
344,VN-40 ,Chợ Lầu,4,126,115,11,0,0,0,0,0,0,0,0,0
345,VN-40 ,Liên Hương,4,126,115,11,0,0,0,0,0,0,0,0,0
346,VN-40 ,Ma Lâm,4,126,115,11,0,0,0,0,0,0,0,0,0
347,VN-40 ,Phú Quý,4,126,115,11,0,0,0,0,0,0,0,0,0
348,VN-40 ,Tánh Linh,4,126,115,11,0,0,0,0,0,0,0,0,0
349,VN-40 ,Thuận Nam,4,126,115,11,0,0,0,0,0,0,0,0,0
350,VN-40 ,Võ Xu,4,126,115,11,0,0,0,0,0,0,0,0,0
351,VN-28 ,Đắk Glei,4,0,0,0,0,0,0,0,0,0,0,0,0
352,VN-28 ,Đắk Hà,4,0,0,0,0,0,0,0,0,0,0,0,0
353,VN-28 ,Đắk Rve,4,0,0,0,0,0,0,0,0,0,0,0,0
354,VN-28 ,Đắk Tô,4,0,0,0,0,0,0,0,0,0,0,0,0
355,VN-28 ,Kon Plông,4,0,0,0,0,0,0,0,0,0,0,0,0
356,VN-28 ,Mang La,4,0,0,0,0,0,0,0,0,0,0,0,0
357,VN-28 ,Plei Kần,4,0,0,0,0,0,0,0,0,0,0,0,0
358,VN-28 ,Sa Thầy,4,0,0,0,0,0,0,0,0,0,0,0,0
359,VN-30 ,A Yun Pa,4,41,14,27,0,0,0,0,0,0,0,0,0
360,VN-30 ,Chư Prông,4,41,14,27,0,0,0,0,0,0,0,0,0
361,VN-30 ,Chư Sê,4,41,14,27,0,0,0,0,0,0,0,0,0
362,VN-30 ,Chư Ty,4,41,14,27,0,0,0,0,0,0,0,0,0
363,VN-30 ,Đăk Đoa,4,41,14,27,0,0,0,0,0,0,0,0,0
364,VN-30 ,Ia Kha,4,41,14,27,0,0,0,0,0,0,0,0,0
365,VN-30 ,Ia Pa,4,41,14,27,0,0,0,0,0,0,0,0,0
366,VN-30 ,K Bang,4,41,14,27,0,0,0,0,0,0,0,0,0
367,VN-30 ,Kon Dơng,4,41,14,27,0,0,0,0,0,0,0,0,0
368,VN-30 ,Kông Chro,4,41,14,27,0,0,0,0,0,0,0,0,0
369,VN-30 ,Phú Hòa,4,41,14,27,0,0,0,0,0,0,0,0,0
370,VN-30 ,Phú Túc,4,41,14,27,0,0,0,0,0,0,0,0,0
371,VN-33 ,Buôn Trấp,4,14,10,4,0,0,0,0,0,0,0,0,0
372,VN-33 ,Ea Drăng,4,14,10,4,0,0,0,0,0,0,0,0,0
373,VN-33 ,Ea Kar,4,14,10,4,0,0,0,0,0,0,0,0,0
374,VN-33 ,Ea Súp,4,14,10,4,0,0,0,0,0,0,0,0,0
375,VN-33 ,Krông Kmar,4,14,10,4,0,0,0,0,0,0,0,0,0
376,VN-33 ,Krông Năng,4,14,10,4,0,0,0,0,0,0,0,0,0
377,VN-33 ,Lắk,4,14,10,4,0,0,0,0,0,0,0,0,0
378,VN-33 ,M’Đrăk,4,14,10,4,0,0,0,0,0,0,0,0,0
379,VN-33 ,Phước An,4,14,10,4,0,0,0,0,0,0,0,0,0
380,VN-33 ,Quảng Phú,4,14,10,4,0,0,0,0,0,0,0,0,0
381,VN-72 ,Đắk Mâm,4,13,13,0,0,0,0,0,0,0,0,0,0
382,VN-72 ,Đắk Mil,4,13,13,0,0,0,0,0,0,0,0,0,0
383,VN-72 ,Đắk Song,4,13,13,0,0,0,0,0,0,0,0,0,0
384,VN-72 ,Ea T’ling,4,13,13,0,0,0,0,0,0,0,0,0,0
385,VN-72 ,Kiến Đức,4,13,13,0,0,0,0,0,0,0,0,0,0
386,VN-35 ,Ấp Đa Lợi,4,19,19,0,0,0,0,0,0,0,0,0,0
387,VN-35 ,Bảo Lộc,4,19,19,0,0,0,0,0,0,0,0,0,0
388,VN-35 ,Đạ Tẻh,4,19,19,0,0,0,0,0,0,0,0,0,0
389,VN-35 ,Di Linh,4,19,19,0,0,0,0,0,0,0,0,0,0
390,VN-35 ,Đinh Văn,4,19,19,0,0,0,0,0,0,0,0,0,0
391,VN-35 ,Đồng Nai,4,19,19,0,0,0,0,0,0,0,0,0,0
392,VN-35 ,Đưc Trọng,4,19,19,0,0,0,0,0,0,0,0,0,0
393,VN-35 ,Lạc Dương,4,19,19,0,0,0,0,0,0,0,0,0,0
394,VN-35 ,Lộc Thắng,4,19,19,0,0,0,0,0,0,0,0,0,0
395,VN-35 ,Ma Đa Gui,4,19,19,0,0,0,0,0,0,0,0,0,0
396,VN-35 ,Thạnh Mỹ,4,19,19,0,0,0,0,0,0,0,0,0,0
397,VN-58 ,Bình Long,4,93,93,0,0,0,0,0,0,0,0,0,0
398,VN-58 ,Bù Đốp,4,93,93,0,0,0,0,0,0,0,0,0,0
399,VN-58 ,Chơn Thành,4,93,93,0,0,0,0,0,0,0,0,0,0
400,VN-58 ,Đức Phong,4,93,93,0,0,0,0,0,0,0,0,0,0
401,VN-58 ,Lộc Ninh,4,93,93,0,0,0,0,0,0,0,0,0,0
402,VN-58 ,Tân Phú,4,30974,93,0,0,4042,42510,39225,272160,265379,32105,145212,0
403,VN-37 ,Bến Cầu,4,257,205,51,1,0,0,0,0,0,0,0,0
404,VN-37 ,Châu Thành,4,257,205,51,1,0,0,0,0,0,0,0,0
405,VN-37 ,Dương Minh Châu,4,257,205,51,1,0,0,0,0,0,0,0,0
406,VN-37 ,Gò Dầu,4,257,205,51,1,0,0,0,0,0,0,0,0
407,VN-37 ,Hòa Thành,4,257,205,51,1,0,0,0,0,0,0,0,0
408,VN-37 ,Tân Biên,4,257,205,51,1,0,0,0,0,0,0,0,0
409,VN-37 ,Tân Châu,4,257,205,51,1,0,0,0,0,0,0,0,0
410,VN-37 ,Trảng Bàng,4,257,205,51,1,0,0,0,0,0,0,0,0
411,VN-57 ,Dầu Tiếng,4,3077,3029,45,3,0,0,0,0,0,0,0,0
412,VN-57 ,Dĩ An,4,3077,3029,45,3,0,0,0,0,0,0,0,0
413,VN-57 ,Lái Thiêu,4,3077,3029,45,3,0,0,0,0,0,0,0,0
414,VN-57 ,Phước Vĩnh,4,3077,3029,45,3,0,0,0,0,0,0,0,0
415,VN-57 ,Tân Uyên,4,3077,3029,45,3,0,0,0,0,0,0,0,0
416,VN-39 ,Gia Ray,4,1005,971,32,2,0,0,0,0,0,0,0,0
417,VN-39 ,Long Khánh,4,1005,971,32,2,0,0,0,0,0,0,0,0
418,VN-39 ,Long Thành,4,1005,971,32,2,0,0,0,0,0,0,0,0
419,VN-39 ,Nhơn Trạch,4,1005,971,32,2,0,0,0,0,0,0,0,0
420,VN-39 ,Tân Phú,4,30974,971,32,2,4042,42510,39225,272160,265379,32105,145212,0
421,VN-39 ,Thống Nhất,4,1005,971,32,2,0,0,0,0,0,0,0,0
422,VN-39 ,Trảng Bom,4,1005,971,32,2,0,0,0,0,0,0,0,0
423,VN-39 ,Vĩnh An,4,1005,971,32,2,0,0,0,0,0,0,0,0
424,VN-43 ,Côn Đảo,4,341,214,127,0,0,0,0,0,0,0,0,0
425,VN-43 ,Đất Đỏ,4,341,214,127,0,0,0,0,0,0,0,0,0
426,VN-43 ,Long Điền,4,341,214,127,0,0,0,0,0,0,0,0,0
427,VN-43 ,Thị Trấn Ngải Giao,4,341,214,127,0,0,0,0,0,0,0,0,0
428,VN-43 ,Thị Trấn Phú Mỹ,4,341,214,127,0,0,0,0,0,0,0,0,0
429,VN-43 ,Thị Trấn Phước Bửu,4,341,214,127,0,0,0,0,0,0,0,0,0
430,VN-SG ,Bình Chánh,4,33958,28406,1358,1358,2836,51744,46207,447258,445023,106179,252898,0
431,VN-SG ,Bình Tân,4,48763,43288,488,2438,2549,49052,45310,490937,490221,199279,219492,0
432,VN-SG ,Bình Thạnh,4,34551,29700,3110,1037,704,28286,28167,269555,281424,49001,137040,0
433,VN-SG ,Cần Giờ,4,2546,1925,153,25,443,7600,7269,45499,55340,358,43615,0
434,VN-SG ,Củ Chi,4,13697,11294,822,685,896,44494,41878,291776,360843,17284,275616,0
435,VN-SG ,Gò Vấp,4,18385,14663,1287,735,1700,43373,41845,301017,335197,21397,241785,0
436,VN-SG ,Hóc Môn,4,26343,22134,1581,790,1838,46391,43935,355373,375497,12223,318571,0
437,VN-SG ,Nhà Bè,4,20656,18791,620,826,419,13981,13474,113065,130222,1263,85801,0
438,VN-SG ,Phú Nhuận,4,11711,9202,703,468,1338,11524,10651,131702,131992,1642,135035,0
439,VN-SG ,Quận 1,4,19984,17345,400,600,1639,20040,19595,110379,105010,8539,73351,0
440,VN-SG ,Quận 10,4,25278,21307,1769,758,1444,17346,16551,165782,187388,2248,105399,0
441,VN-SG ,Quận 11,4,12278,10165,491,368,1254,17045,17773,177385,194742,6185,121032,0
442,VN-SG ,Quận 12,4,32265,28876,323,645,2421,46497,45464,433890,338031,87454,179054,0
443,VN-SG ,Quận 3,4,14981,12120,899,749,1213,19558,18976,114772,109512,2083,102464,0
444,VN-SG ,Quận 4,4,21995,19626,880,220,1269,9598,9670,109845,115581,7423,62582,0
445,VN-SG ,Quận 5,4,15819,12855,1424,158,1382,24303,25114,135899,127137,8146,125558,0
446,VN-SG ,Quận 6,4,20513,17969,1436,410,698,24384,23363,172941,165682,19700,95317,0
447,VN-SG ,Quận 7,4,20030,14890,1202,200,3738,27032,28031,256617,296504,9425,229688,0
448,VN-SG ,Quận 8,4,25831,22726,1808,517,780,33200,21155,226442,261386,255,217691,0
449,VN-SG ,Tân Bình,4,27647,18490,1935,1382,5840,30533,32240,253123,255210,5784,206919,0
450,VN-SG ,Tân Phú,4,30974,25383,1239,310,4042,42510,39225,272160,265379,32105,145212,0
451,VN-SG ,Thủ Đức,4,46296,44444,463,1389,0,82453,76913,700360,757931,22045,457988,0
452,VN-41 ,Bến Lức,4,744,723,11,10,0,0,0,0,0,0,0,0
453,VN-41 ,Cần Đước,4,744,723,11,10,0,0,0,0,0,0,0,0
454,VN-41 ,Cần Giuộc,4,744,723,11,10,0,0,0,0,0,0,0,0
455,VN-41 ,Đông Thành,4,744,723,11,10,0,0,0,0,0,0,0,0
456,VN-41 ,Hậu Nghĩa,4,744,723,11,10,0,0,0,0,0,0,0,0
457,VN-41 ,Tầm Vu,4,744,723,11,10,0,0,0,0,0,0,0,0
458,VN-41 ,Tân Hưng,4,744,723,11,10,0,0,0,0,0,0,0,0
459,VN-41 ,Tân Thạnh,4,744,723,11,10,0,0,0,0,0,0,0,0
460,VN-41 ,Tân Trụ,4,744,723,11,10,0,0,0,0,0,0,0,0
461,VN-41 ,Thạnh Hóa,4,744,723,11,10,0,0,0,0,0,0,0,0
462,VN-41 ,Thủ Thừa,4,744,723,11,10,0,0,0,0,0,0,0,0
463,VN-41 ,Vĩnh Hưng,4,744,723,11,10,0,0,0,0,0,0,0,0
464,VN-46 ,Chợ Gạo,4,895,889,5,1,0,0,0,0,0,0,0,0
465,VN-46 ,Mỹ Phước,4,895,889,5,1,0,0,0,0,0,0,0,0
466,VN-46 ,Tân Hiệp,4,895,889,5,1,0,0,0,0,0,0,0,0
467,VN-46 ,Tân Hòa,4,895,889,5,1,0,0,0,0,0,0,0,0
468,VN-46 ,Vĩnh Bình,4,895,889,5,1,0,0,0,0,0,0,0,0
469,VN-50 ,Ba Tri,4,217,199,18,0,0,0,0,0,0,0,0,0
470,VN-50 ,Bình Đại,4,217,199,18,0,0,0,0,0,0,0,0,0
471,VN-50 ,Châu Thành,4,217,199,18,0,0,0,0,0,0,0,0,0
472,VN-50 ,Chợ Lách,4,217,199,18,0,0,0,0,0,0,0,0,0
473,VN-50 ,Giồng Trôm,4,217,199,18,0,0,0,0,0,0,0,0,0
474,VN-50 ,Mỏ Cày,4,217,199,18,0,0,0,0,0,0,0,0,0
475,VN-50 ,Thạnh Phú,4,217,199,18,0,0,0,0,0,0,0,0,0
476,VN-51 ,Cầu Kè,4,87,79,8,0,0,0,0,0,0,0,0,0
477,VN-51 ,Châu Thành,4,87,79,8,0,0,0,0,0,0,0,0,0
478,VN-51 ,Duyên Hải,4,87,79,8,0,0,0,0,0,0,0,0,0
479,VN-51 ,Tiểu Cần,4,87,79,8,0,0,0,0,0,0,0,0,0
480,VN-51 ,Trà Cú,4,87,79,8,0,0,0,0,0,0,0,0,0
481,VN-49 ,Bình Minh,4,381,368,13,0,0,0,0,0,0,0,0,0
482,VN-49 ,Cái Nhum,4,381,368,13,0,0,0,0,0,0,0,0,0
483,VN-49 ,Long Hồ,4,381,368,13,0,0,0,0,0,0,0,0,0
484,VN-49 ,Tam Bình,4,381,368,13,0,0,0,0,0,0,0,0,0
485,VN-49 ,Trà Ôn,4,381,368,13,0,0,0,0,0,0,0,0,0
486,VN-49 ,Vũng Liêm,4,381,368,13,0,0,0,0,0,0,0,0,0
487,VN-45 ,Cái Tàu Hạ,4,1332,1284,27,21,0,0,0,0,0,0,0,0
488,VN-45 ,Lai Vung,4,1332,1284,27,21,0,0,0,0,0,0,0,0
489,VN-45 ,Lấp Vò,4,1332,1284,27,21,0,0,0,0,0,0,0,0
490,VN-45 ,Mỹ Thọ,4,1332,1284,27,21,0,0,0,0,0,0,0,0
491,VN-45 ,Sa Đéc,4,1332,1284,27,21,0,0,0,0,0,0,0,0
492,VN-45 ,Sa Rài,4,1332,1284,27,21,0,0,0,0,0,0,0,0
493,VN-45 ,Thanh Bình,4,1332,1284,27,21,0,0,0,0,0,0,0,0
494,VN-45 ,Tràm Chim,4,1332,1284,27,21,0,0,0,0,0,0,0,0
495,VN-44 ,An Châu,4,171,161,9,1,0,0,0,0,0,0,0,0
496,VN-44 ,An Phú,4,171,161,9,1,0,0,0,0,0,0,0,0
497,VN-44 ,Cái Dầu,4,171,161,9,1,0,0,0,0,0,0,0,0
498,VN-44 ,Châu Đốc,4,171,161,9,1,0,0,0,0,0,0,0,0
499,VN-44 ,Chợ Mới,4,171,161,9,1,0,0,0,0,0,0,0,0
500,VN-44 ,Nhà Bàng,4,171,161,9,1,0,0,0,0,0,0,0,0
501,VN-44 ,Núi Sập,4,171,161,9,1,0,0,0,0,0,0,0,0
502,VN-44 ,Phú Mỹ,4,171,161,9,1,0,0,0,0,0,0,0,0
503,VN-44 ,Tân Châu,4,171,161,9,1,0,0,0,0,0,0,0,0
504,VN-44 ,Tri Tôn,4,171,161,9,1,0,0,0,0,0,0,0,0
505,VN-47 ,An Biên,4,163,136,27,0,0,0,0,0,0,0,0,0
506,VN-47 ,Giồng Riềng,4,163,136,27,0,0,0,0,0,0,0,0,0
507,VN-47 ,Gò Quao,4,163,136,27,0,0,0,0,0,0,0,0,0
508,VN-47 ,Hà Tiên,4,163,136,27,0,0,0,0,0,0,0,0,0
509,VN-47 ,Hòn Đất,4,163,136,27,0,0,0,0,0,0,0,0,0
510,VN-47 ,Kiên Lương,4,163,136,27,0,0,0,0,0,0,0,0,0
511,VN-47 ,Minh Lương,4,163,136,27,0,0,0,0,0,0,0,0,0
512,VN-47 ,Phú Quốc,4,163,136,27,0,0,0,0,0,0,0,0,0
513,VN-47 ,Tân Hiệp,4,163,136,27,0,0,0,0,0,0,0,0,0
514,VN-47 ,Thứ Mười Một,4,163,136,27,0,0,0,0,0,0,0,0,0
515,VN-47 ,Vĩnh Thuận,4,163,136,27,0,0,0,0,0,0,0,0,0
516,VN-CT ,Bình Thủy,4,145,110,35,0,0,0,0,0,0,0,0,0
517,VN-CT ,Cái Răng,4,145,110,35,0,0,0,0,0,0,0,0,0
518,VN-CT ,Cờ Đỏ,4,145,110,35,0,0,0,0,0,0,0,0,0
519,VN-CT ,Ô Môn,4,145,110,35,0,0,0,0,0,0,0,0,0
520,VN-CT ,Phong Điền,4,145,110,35,0,0,0,0,0,0,0,0,0
521,VN-CT ,Thới Lai,4,145,110,35,0,0,0,0,0,0,0,0,0
522,VN-CT ,Thốt Nốt,4,145,110,35,0,0,0,0,0,0,0,0,0
523,VN-CT ,Vĩnh Thạnh,4,145,110,35,0,0,0,0,0,0,0,0,0
524,VN-73 ,Long Mỹ,4,47,47,0,0,0,0,0,0,0,0,0,0
525,VN-73 ,Một Ngàn,4,47,47,0,0,0,0,0,0,0,0,0,0
526,VN-73 ,Nàng Mau,4,47,47,0,0,0,0,0,0,0,0,0,0
527,VN-73 ,Ngã Bảy,4,47,47,0,0,0,0,0,0,0,0,0,0
528,VN-73 ,Ngã Sáu,4,47,47,0,0,0,0,0,0,0,0,0,0
529,VN-73 ,Phụng Hiệp,4,47,47,0,0,0,0,0,0,0,0,0,0
530,VN-52 ,Châu Thành,4,60,60,0,0,0,0,0,0,0,0,0,0
531,VN-52 ,Cù Lao Dung,4,60,60,0,0,0,0,0,0,0,0,0,0
532,VN-52 ,Huỳnh Hữu Nghĩa,4,60,60,0,0,0,0,0,0,0,0,0,0
533,VN-52 ,Kế Sách,4,60,60,0,0,0,0,0,0,0,0,0,0
534,VN-52 ,Long Phú,4,60,60,0,0,0,0,0,0,0,0,0,0
535,VN-52 ,Mỹ Xuyên,4,60,60,0,0,0,0,0,0,0,0,0,0
536,VN-52 ,Phú Lộc,4,60,60,0,0,0,0,0,0,0,0,0,0
537,VN-52 ,Vĩnh Châu,4,60,60,0,0,0,0,0,0,0,0,0,0
538,VN-55 ,Giá Rai,4,65,12,53,0,0,0,0,0,0,0,0,0
539,VN-55 ,Phước Long,4,65,12,53,0,0,0,0,0,0,0,0,0
540,VN-55 ,Thị Trấn Gành Hào,4,65,12,53,0,0,0,0,0,0,0,0,0
541,VN-55 ,Thị Trấn Hòa Bình,4,65,12,53,0,0,0,0,0,0,0,0,0
542,VN-55 ,Thị Trấn Ngan Dừa,4,65,12,53,0,0,0,0,0,0,0,0,0
543,VN-59 ,Cái Đôi Vàm,4,26,18,8,0,0,0,0,0,0,0,0,0
544,VN-59 ,Cái Nước,4,26,18,8,0,0,0,0,0,0,0,0,0
545,VN-59 ,Đầm Dơi,4,26,18,8,0,0,0,0,0,0,0,0,0
546,VN-59 ,Năm Căn,4,26,18,8,0,0,0,0,0,0,0,0,0
547,VN-59 ,Ngọc Hiển,4,26,18,8,0,0,0,0,0,0,0,0,0
548,VN-59 ,Thới Bình,4,26,18,8,0,0,0,0,0,0,0,0,0
549,VN-59 ,Trần Văn Thời,4,26,18,8,0,0,0,0,0,0,0,0,0
550,VN-59 ,U Minh,4,26,18,8,0,0,0,0,0,0,0,0,0
